county,cases,deaths,date_index_converted,county_data_length,core_jaccard,core_cosine,core_intersection,social_jaccard,politics_jaccard,politics_democratic_love_jaccard,nationalistic_jaccard,politics_republican_hate_jaccard,entertainment_jaccard,sports_jaccard,race_jaccard,economy_jaccard,foreign_jaccard,religion_jaccard,health_jaccard,politics_republican_love_jaccard,health_technology_jaccard,politics_democratic_hate_jaccard,domestic_jaccard,illness_jaccard,ideology_jaccard,education_jaccard,gender_jaccard,social_cosine,politics_cosine,politics_democratic_love_cosine,nationalistic_cosine,politics_republican_hate_cosine,entertainment_cosine,sports_cosine,race_cosine,economy_cosine,foreign_cosine,religion_cosine,health_cosine,politics_republican_love_cosine,health_technology_cosine,politics_democratic_hate_cosine,domestic_cosine,illness_cosine,ideology_cosine,education_cosine,gender_cosine,social_intersection,politics_intersection,politics_democratic_love_intersection,nationalistic_intersection,politics_republican_hate_intersection,entertainment_intersection,sports_intersection,race_intersection,economy_intersection,foreign_intersection,religion_intersection,health_intersection,politics_republican_love_intersection,health_technology_intersection,politics_democratic_hate_intersection,domestic_intersection,illness_intersection,ideology_intersection,education_intersection,gender_intersection,core_jaccard_normalized,core_cosine_normalized,core_intersection_normalized,ideology_jaccard_normalized,race_jaccard_normalized,economy_jaccard_normalized,sports_jaccard_normalized,foreign_jaccard_normalized,domestic_jaccard_normalized,nationalistic_jaccard_normalized,politics_democratic_love_jaccard_normalized,health_technology_jaccard_normalized,education_jaccard_normalized,gender_jaccard_normalized,religion_jaccard_normalized,social_jaccard_normalized,politics_republican_love_jaccard_normalized,politics_jaccard_normalized,entertainment_jaccard_normalized,politics_republican_hate_jaccard_normalized,politics_democratic_hate_jaccard_normalized,health_jaccard_normalized,illness_jaccard_normalized,ideology_cosine_normalized,race_cosine_normalized,economy_cosine_normalized,sports_cosine_normalized,foreign_cosine_normalized,domestic_cosine_normalized,nationalistic_cosine_normalized,politics_democratic_love_cosine_normalized,health_technology_cosine_normalized,education_cosine_normalized,gender_cosine_normalized,religion_cosine_normalized,social_cosine_normalized,politics_republican_love_cosine_normalized,politics_cosine_normalized,entertainment_cosine_normalized,politics_republican_hate_cosine_normalized,politics_democratic_hate_cosine_normalized,health_cosine_normalized,illness_cosine_normalized,ideology_intersection_normalized,race_intersection_normalized,economy_intersection_normalized,sports_intersection_normalized,foreign_intersection_normalized,domestic_intersection_normalized,nationalistic_intersection_normalized,politics_democratic_love_intersection_normalized,health_technology_intersection_normalized,education_intersection_normalized,gender_intersection_normalized,religion_intersection_normalized,social_intersection_normalized,politics_republican_love_intersection_normalized,politics_intersection_normalized,entertainment_intersection_normalized,politics_republican_hate_intersection_normalized,politics_democratic_hate_intersection_normalized,health_intersection_normalized,illness_intersection_normalized,total_pop,percent_25_34,percent_highschool,labor_force_rate,unemployment_rate,median_housing_cost,median_household_earnings,median_worker_earnings,percent_insured,percent_married,poverty_rate,median_property_value,percent_white
Brown,28,3,day_98,189,0,0,0,2.25E-05,0,0,0,0,3.04E-05,0,0,0,0,0,0,0,0.0001924,0,0,0,0,0.000182448,0,0.000345147,0,0,0,0,0.000401688,0,0,0,0,0,0,0,0.00201791,0,0,0,0,0.001389486,0,0.005291005,0,0,0,0,0.010582011,0,0,0,0,0,0,0,0.021164021,0,0,0,0,0.010582011,0,0,0,0,0,0,0,0,0,0,0,0,0.043482398,0.043057729,0,0,0.0052875,0,0,0.021120366,0,0,0,0,0,0,0,0,0,0,0,0,0.084656074,0.05986089,0,0,0.005291003,0,0,0.016811755,0,0,0,0,0,0,0,0,0,0,0,0,0.042328042,0.042328044,0,0,0.005291005,0,0,0.021164022,0,0,0,0,44247,11,86.2,58.7,6.5,756,45568,25011,91.7,54.6,17.8,118600,0.972076988
Seneca,0,0,day_60,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55929,11.3,90.8,61.5,5.9,689,45444,25184,94.1,48.1,15.2,98600,0.938090695
Scioto,0,0,day_65,391,0,0,0,0,2.87E-05,0,0,0,5.88E-05,2.12E-05,0,3.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000192782,0,0,0,0.00093148,0.000281239,0,0.000446907,0,0,0,0,0,0,0,0,0,0,0,0,0.002557545,0,0,0,0.020460358,0.00511509,0,0.00511509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010461286,0.010118544,0,0,0,0,0,0,0,0,0,0,0.003504615,0.040851234,0,0,0,0,0,0,0.010473744,0.017042956,0,0,0,0,0,0,0,0,0,0,0.005115084,0.038985017,0,0,0,0,0,0,0.010473756,0.010040732,0,0,0,0,0,0,0,0,0,0,0.00339456,0.040920716,0,0,0,0,78017,12.8,84,49.3,7.9,614,35903,22417,92.5,47.2,23.9,93000,0.943671866
Licking,399,6,day_97,723,1.63E-05,0.000134979,0.001383126,1.76E-05,1.57E-05,2.94E-05,0,3.42E-05,3.57E-05,0.00013762,0,1.05E-05,0,0,0,0,0,0,5.86E-06,2.14E-05,0,0,0,0.000244249,0.000147442,0.000144201,0,0.000218691,0.000548603,0.001932491,0,8.54E-05,0,0,0,0,0,0,4.53E-05,0.000207887,0,0,0,0.004149378,0.001383126,0.001383126,0,0.002766252,0.012448133,0.033195021,0,0.001383126,0,0,0,0,0,0,0.001383126,0.002766252,0,0,0,0.006991792,0.007376657,0.00691563,0,0,0.0028165,0.065684627,0,0.00068855,0,0.011692911,0,0,0,0,0.004136,0,0.001917158,0.024802535,0.009302399,0,0,0.014375566,0,0,0.00200144,0.117108076,0,0.000691474,0,0.009741527,0,0,0,0,0.003744266,0,0.003912078,0.022960554,0.006650508,0,0,0.01888914,0,0,0.002832115,0.065160597,0,0.000691563,0,0.011815848,0,0,0,0,0.004149378,0,0.001835785,0.024896266,0.009405257,0,0,0.014194047,168693,11.6,90.3,65.3,5.9,935,56549,28528,92.6,53,11.8,157800,0.924055824
Ashtabula,63,0,day_94,393,0,0,0,0,0,0,0,0,5.84E-05,3.14E-05,0,1.93E-05,3.30E-05,0,0,0,0,0,1.09E-05,0,0,0,0,0,0,0,0,0,0.000682987,0.000262503,0,0.000157202,0.000169635,0,0,0,0,0,0.000166698,0,0,0,0,0,0,0,0,0,0.020356234,0.007633588,0,0.002544529,0.002544529,0,0,0,0,0,0.002544529,0,0,0,0,0,0,0,0,0,0.005176996,0.014986901,0.013286843,0.00128075,0,0,0,0,0,0,0,0,0,0.040573335,0,0,0,0,0,0,0.003684197,0.015907562,0.018578334,0.002544535,0,0,0,0,0,0,0,0,0,0.028584897,0,0,0,0,0,0,0.005210226,0.014984451,0.010178116,0.001272265,0,0,0,0,0,0,0,0,0,0.040712468,0,0,0,0,99777,11,85.7,54.7,7.4,695,40544,23117,90,47.9,19.8,106300,0.92908276
Scioto,42,0,day_119,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78017,12.8,84,49.3,7.9,614,35903,22417,92.5,47.2,23.9,93000,0.943671866
Auglaize,133,3,day_107,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45873,11,93.5,67,3.4,758,54274,30438,95.7,59.4,9,143100,0.970007427
Fulton,119,0,day_110,138,8.43E-05,0.000500048,0.007246377,0,0,0,0,0,4.18E-05,0,0,0,0,0,0,0.002714834,0,0.003006384,0,5.57E-05,0,0,0,0,0,0,0,0,0.000550137,0,0,0,0,0,0,0.008620189,0,0.007849766,0,0.00045114,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0,0,0.057971014,0,0.043478261,0,0.007246377,0,0,0,0.036160005,0.027327826,0.036231885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228046054,0,0.029040503,0,0.363823434,0,0.037416778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218075447,0,0.023024756,0,0.394518571,0,0.040991725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231884056,0,0.028985508,0,0.369565218,0,0.03718223,42485,10.9,91.1,66.2,5.9,819,55120,27595,95.1,58.6,10.6,134700,0.937464536
Perry,0,0,day_79,153,0.000526987,0.002881088,0.045751634,2.77E-05,7.26E-05,0,0.000390293,0,3.77E-05,0,0,0,8.71E-05,0.000242097,0,0.001117891,0,0,0,0.000347094,0,0,0,0.000301481,0.00040226,0,0.001264692,0,0.000496202,0,0,0,0.000754706,0.000809062,0,0.002667466,0,0,0,0.002227297,0,0,0,0.006535948,0.006535948,0,0.013071895,0,0.013071895,0,0,0,0.006535948,0.019607843,0,0.026143791,0,0,0,0.045751634,0,0,0,0.226048072,0.157452627,0.22875817,0,0,0,0,0.035069212,0,0.074936261,0,0,0,0,0.082248842,0.0065095,0.093902843,0.008865332,0.026192033,0,0,0,0.233162282,0,0,0,0,0.082654997,0,0.059749168,0,0,0,0,0.048766386,0.004621616,0.067482145,0.010673164,0.020767427,0,0,0,0.202377854,0,0,0,0,0.026143792,0,0.07843137,0,0,0,0,0.088235294,0.006535948,0.104575164,0.008674986,0.02614379,0,0,0,0.234758384,36025,11.5,84.6,57.4,7.6,709,42017,22800,92.2,54.5,19.2,102500,0.973598644
Cuyahoga,0,0,day_3,23212,4.40E-07,1.12E-06,4.31E-05,9.93E-06,1.72E-05,5.60E-06,3.86E-05,3.16E-06,1.96E-05,6.00E-05,2.87E-06,1.58E-05,2.14E-05,2.87E-05,0,1.87E-05,8.79E-06,0,2.61E-05,6.11E-07,0,4.17E-06,0,8.68E-05,0.000111091,3.63E-05,0.000141809,1.94E-05,0.000231735,0.000737295,5.56E-06,0.000131082,0.000140525,0.000144729,0,6.58E-05,4.74E-05,0,0.00023075,2.03E-06,0,1.79E-05,0,0.002369464,0.001550922,0.000258487,0.001335516,0.000258487,0.006849905,0.014518353,4.31E-05,0.002110977,0.001637084,0.002197139,0,0.000430812,0.000990867,0,0.006160607,8.62E-05,0,0.000258487,0,0.000188735,6.12E-05,0.0002155,0,0.001001891,0.004238162,0.02863739,0.008616316,0.00306675,0.0074112,0.002227221,0.00198654,0.00098412,0,0.009750397,0.00233355,0.0015708,0.002100326,0.013617078,0.00085952,0,0,0.000410443,0,0.000713389,0.003072047,0.044679742,0.015390223,0.003522246,0.006699631,0.002452254,0.001988542,0.000771156,0,0.008723572,0.001330619,0.001664623,0.002947577,0.009698751,0.000589964,0,0,0.000184451,0,0.0013792,0.004322477,0.028498989,0.006548336,0.003080304,0.008013096,0.002208218,0.001981734,0.001033948,0,0.009887126,0.002369464,0.001723248,0.002058496,0.01369981,0.000878856,0,0,0.000442305,1263189,13.3,89.1,63.2,8.9,855,44190,26913,93,40.1,18.3,123900,0.629525505
Miami,0,0,day_39,287,0,0,0,1.46E-05,0,0,0,0,4.00E-05,4.34E-05,0,2.66E-05,0,0,0,0,0,0,1.48E-05,0,0,0.000479578,0,0.000113646,0,0,0,0,0.000480511,0.000673334,0,0.000304427,0,0,0,0,0,0,0.000114133,0,0,0.003526107,0,0.003484321,0,0,0,0,0.013937282,0.010452962,0,0.003484321,0,0,0,0,0,0,0.003484321,0,0,0.027874564,0,0,0,0,0,0,0.007135134,0.020714379,0,0.001739,0,0,0,0.113180412,0,0,0.003431,0,0,0.027789955,0,0,0,0,0,0,0.007134573,0.040803734,0,0.001742165,0,0,0,0.15190934,0,0,0.00174216,0,0,0.020110716,0,0,0,0,0,0,0.007134562,0.020518777,0,0.001742161,0,0,0,0.111498256,0,0,0.003484321,0,0,0.027874564,0,0,0,0,103517,11.4,89.6,64.3,5.5,832,51569,28606,93.6,53.2,9.9,138900,0.94089219
Lucas,0,0,day_39,4501,2.61E-06,2.17E-05,0.000222173,6.46E-06,5.00E-05,6.13E-05,1.08E-05,2.74E-06,3.12E-05,3.67E-05,1.59E-05,1.34E-05,0,2.01E-05,0,2.89E-05,1.00E-05,1.71E-05,1.50E-05,5.11E-06,0,0,1.78E-05,4.36E-05,0.00039708,0.000311726,2.35E-05,1.76E-05,0.000385793,0.000506338,3.14E-05,9.49E-05,0,0.000101524,0,9.02E-05,9.08E-05,6.16E-05,0.000133079,3.91E-05,0,0,8.89E-05,0.00155521,0.004443457,0.002888247,0.000444346,0.000222173,0.01088647,0.008886914,0.000222173,0.001777383,0,0.00155521,0,0.000666519,0.001110864,0.000222173,0.003554766,0.000666519,0,0,0.000444346,0.001119545,0.001185914,0.001110865,0,0.005550546,0.003594391,0.017516537,0,0.0017625,0.0020736,0.024380117,0.00226,0,0.006479199,0.006828675,0.0015181,0.0024276,0.0061056,0.021676165,0.00074528,0.00206939,0,0.00343267,0,0.004028854,0.002224083,0.030683853,0,0.002031363,0.001110235,0.021058712,0.003809274,0,0.008800651,0.006119381,0.000668375,0.0022819,0.010535723,0.016146505,0.000535225,0.003095932,0,0.003552725,0,0.007109536,0.003639403,0.017444683,0,0.001777383,0.002666076,0.024673882,0.002221728,0,0.006220844,0.006998445,0.00155521,0.002666076,0.005897679,0.02177294,0.000755388,0.00188847,0,0.003420007,436261,13.7,88.6,62.9,8.5,782,41777,25344,92.7,41.9,19.8,109000,0.72432188
Columbiana,0,0,day_28,168,0,0,0,7.46E-05,0.000128008,0,0,0,3.39E-05,2.47E-05,0,0,0,0.000530782,0,0,0,0,0.000125898,0,0,0,0,0.000505817,0.000479657,0,0,0,0.000273355,0.000383427,0,0,0,0.002134602,0,0,0,0,0.000748752,0,0,0,0,0.017857143,0.011904762,0,0,0,0.011904762,0.005952381,0,0,0,0.041666667,0,0,0,0,0.029761905,0,0,0,0,0,0,0,0,0,0,0.011789059,0,0.014793016,0,0,0,0,0,0.180325262,0.017531001,0,0.015631314,0.023551987,0,0,0,0,0,0,0,0.023235502,0,0.011429203,0,0,0,0,0,0.128663595,0.007754028,0,0.012726738,0.011440664,0,0,0,0,0,0,0,0.011684303,0,0.014880953,0,0,0,0,0,0.187500002,0.017857143,0,0.015800866,0.023809524,0,0,0,0,105987,11,87.5,58,7.5,656,44497,23781,91.3,52,15.4,104300,0.949781993
Vinton,0,0,day_6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,10.5,79.9,55.6,10.6,618,40680,22094,91.1,49,21.1,85700,0.973291736
Monroe,0,0,day_2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14547,10,87.9,49,5.9,486,41528,22401,89.8,56.7,19.7,97400,0.993468642
Seneca,56,3,day_102,280,0,0,0,1.52E-05,0,0,0,8.93E-05,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,0,0,0,0.000232974,0,0,0,0.000564692,0,0,0,0,0,0,0,0,0,0,0.000165443,0,0,0,0,0.003571429,0,0,0,0.007142857,0,0,0,0,0,0,0,0,0,0,0.003571429,0,0,0,0,0,0,0,0,0,0,0,0,0.00179775,0,0,0,0,0,0,0.003572,0,0,0,0.024289597,0,0,0,0,0,0,0,0,0.002525378,0,0,0,0,0,0,0.003571424,0,0,0,0.01717258,0,0,0,0,0,0,0,0,0.001785715,0,0,0,0,0,0,0.003571429,0,0,0,0.024285714,0,0,0,55929,11.3,90.8,61.5,5.9,689,45444,25184,94.1,48.1,15.2,98600,0.938090695
Noble,0,0,day_95,61,0.000182149,0.00065313,0.016393443,0.000417669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027699,0.000122339,0,0.000277855,0,0.00547669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001918339,0.00058925,0,0.001522093,0,0.098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06557377,0.016393443,0,0.016393443,0,0.078131776,0.035693819,0.081967215,0,0,0,0,0,0.032546326,0,0,0,0.065573782,0,0,0.098152218,0,0,0,0,0,0,0.082181889,0,0,0,0,0,0.029282174,0,0,0,0.065573774,0,0,0.083956068,0,0,0,0,0,0,0.053540749,0,0,0,0,0,0.032786885,0,0,0,0.065573772,0,0,0.098360656,0,0,0,0,0,0,0.084117175,14508,13.2,86.2,36,4.8,499,41708,21206,94.4,53.8,12.9,91300,0.923506691
Wayne,0,0,day_26,349,0,0,0,0,0,0,0,0,2.47E-05,0.000201433,0,0,0,3.87E-05,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0.000326299,0.002172565,0,0,0,0.000333088,0,0,0,0,0,0.000145653,0,0,0,0,0,0,0,0,0.008595989,0.048710602,0,0,0,0.00286533,0,0,0,0,0,0.00286533,0,0,0,0,0,0,0,0,0,0.096141923,0,0,0,0,0,0,0,0.013147747,0,0,0,0.017160297,0,0,0,0.014711444,0,0,0,0.131656451,0,0,0,0,0,0,0,0.020076951,0,0,0,0.013656517,0,0,0,0.013234401,0,0,0,0.095617108,0,0,0,0,0,0,0,0.012893985,0,0,0,0.017191978,0,0,0,0.014702431,115371,11.6,85.8,64,4,762,50383,26658,87.2,55.1,13,140100,0.950541345
Wayne,0,0,day_49,416,0,0,0,0,2.70E-05,0,0,0,1.39E-05,8.94E-05,0,5.40E-05,0,0,0,0,0,0,5.11E-05,0,0,0,0,0,0.000181197,0,0,0,0.00025809,0.000843476,0,0.000336442,0,0,0,0,0,0,0.000434055,0,0,0,0,0,0.002403846,0,0,0,0.004807692,0.021634615,0,0.007211538,0,0,0,0,0,0,0.012019231,0,0,0,0,0,0,0,0,0,0.014484858,0.042669711,0,0.00600425,0,0,0,0,0,0,0,0,0.003297024,0.009657009,0,0,0,0,0,0,0.007884879,0.051114262,0,0.006625562,0,0,0,0,0,0,0,0,0.0048077,0.010801781,0,0,0,0,0,0,0.014766483,0.042467948,0,0.006009616,0,0,0,0,0,0,0,0,0.003190559,0.009615384,0,0,0,0,115371,11.6,85.8,64,4,762,50383,26658,87.2,55.1,13,140100,0.950541345
Auglaize,0,0,day_35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45873,11,93.5,67,3.4,758,54274,30438,95.7,59.4,9,143100,0.970007427
Knox,0,0,day_46,226,0,0,0,3.77E-05,0,0,0,0,0,3.57E-05,0,0,0,0.000117994,0,0,0,0,0,0,0,0,0,0.0004082,0,0,0,0,0,0.000190017,0,0,0,0.000727429,0,0,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0,0.008849558,0,0,0,0.008849558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017039247,0,0,0,0,0,0,0,0.0400867,0.0088595,0,0,0,0,0,0,0,0,0,0,0.011514944,0,0,0,0,0,0,0,0.04384594,0.006257588,0,0,0,0,0,0,0,0,0,0,0.017371355,0,0,0,0,0,0,0,0.039823011,0.008849558,0,0,0,0,0,0,0,61004,10.8,90.9,62.3,5.8,784,48533,24568,89.9,51.7,13.8,138900,0.965641152
Defiance,0,0,day_28,123,0,0,0,0.000257719,7.60E-05,0,0,0,2.22E-05,0,0,0,8.74E-05,0,0,0,0,0,0,0,0,0.001525282,0,0.000935882,0.000193793,0,0,0,9.76E-05,0,0,0,0.000215371,0,0,0,0,0,0,0,0,0.003327181,0,0.06504065,0.008130081,0,0,0,0.008130081,0,0,0,0.008130081,0,0,0,0,0,0,0,0,0.113821138,0,0,0,0,0,0,0,0,0.035190002,0,0,0,0,0.359966564,0,0,0.060563967,0,0.009280512,0.015423425,0,0,0,0,0,0,0,0,0.023587317,0,0,0,0,0.143339346,0,0,0.014346799,0,0.005141909,0.00408483,0,0,0,0,0,0,0,0,0.032520324,0,0,0,0,0.455284552,0,0,0.06504065,0,0.010790835,0.016260162,0,0,0,0,38669,11.6,90.7,64.4,5,744,50663,27567,93.1,54.2,11,112700,0.910078045
Licking,546,9,day_100,628,3.72E-05,0.000265281,0.003184713,2.03E-05,1.79E-05,3.25E-05,0,0,2.29E-05,1.32E-05,0,2.32E-05,0,2.15E-05,0,0,1.43E-05,0.000244978,6.82E-05,2.47E-05,0,0,0,0.000250774,0.000120028,0.00011739,0,0,0.000359633,0.00014506,0,0.000136962,0,0.000185108,0,0,0.000107357,0.000883281,0.00092992,0.000280398,0,0,0,0.00477707,0.001592357,0.001592357,0,0,0.007961783,0.003184713,0,0.003184713,0,0.001592357,0,0,0.001592357,0.003184713,0.015923567,0.003184713,0,0,0,0.015956728,0.014497714,0.015923565,0,0,0.006223124,0.006300226,0,0.0080135,0,0.012925837,0.0032318,0,0,0.007304304,0.0047705,0,0.002185805,0.015909749,0,0.029646491,0,0.016592359,0,0,0.003209851,0.00879057,0,0.014194613,0,0.007930305,0.004503879,0,0,0.011157425,0.003844293,0,0.003184703,0.015051637,0,0.044392503,0,0.025477673,0,0,0.006521079,0.006251474,0,0.007961784,0,0.013603278,0.003184714,0,0,0.007165607,0.00477707,0,0.002113492,0.015923566,0,0.02707006,0,0.016341232,168693,11.6,90.3,65.3,5.9,935,56549,28528,92.6,53,11.8,157800,0.924055824
Trumbull,7,0,day_72,578,0.000140839,0.000892232,0.012110727,5.84E-05,0,0,0,2.16E-05,1.48E-05,0,0,0,0,2.31E-05,0,0,0,0,6.65E-05,0.000120397,0,0,0,0.000654887,0,0,0,0.000193431,0.000133075,0,0,0,0,0.000142214,0,0,0,0,0.000510043,0.000957293,0,0,0,0.01384083,0,0,0,0.001730104,0.005190311,0,0,0,0,0.001730104,0,0,0,0,0.015570934,0.015570934,0,0,0,0.060412087,0.04876084,0.060553635,0,0,0,0,0,0.00781375,0,0,0,0,0,0.00784788,0.013724,0,0,0.010282283,0.005875199,0,0,0.080877339,0,0,0,0,0,0.007785469,0,0,0,0,0,0.008571979,0.010039228,0,0,0.005569557,0.005882338,0,0,0.08698207,0,0,0,0,0,0.007785467,0,0,0,0,0,0.007785468,0.01384083,0,0,0.010380622,0.005882354,0,0,0.07989676,206373,11.1,89,56.4,5.9,661,43073,25800,91.7,49.1,17.2,101600,0.885723981
Hamilton,14,0,day_79,22008,0.00019511,0.001212688,0.016812068,3.18E-05,1.81E-05,2.80E-06,1.35E-05,1.80E-05,2.13E-05,2.82E-05,8.26E-06,3.60E-05,3.78E-05,1.44E-05,0,1.92E-05,6.12E-05,0,4.91E-05,0.000129154,1.51E-05,2.63E-05,2.71E-05,0.000339142,0.000115688,9.86E-06,3.98E-05,0.000129226,0.000237462,0.000376128,2.03E-05,0.000269623,0.000208481,8.53E-05,0,5.77E-05,0.000552447,0,0.000536885,0.001048405,2.62E-05,0.000112808,8.56E-05,0.007542712,0.001635769,0.000136314,0.000499818,0.001454017,0.007497274,0.006815703,9.09E-05,0.00481643,0.002862595,0.001090513,0,0.000408942,0.006815703,0,0.011541258,0.016812068,4.54E-05,0.001681207,0.000817884,0.083691323,0.066273891,0.08406034,0.005073601,0.002883491,0.009656572,0.013459573,0.015219474,0.00576925,0.002592,0.001113611,0.013831199,0.0062068,0.009864399,0.004892185,0.007473,0.0016128,0.002210227,0.014798151,0.004895999,0,0,0.086759902,0.005390837,0.002604641,0.006318904,0.022793186,0.022832728,0.008195194,0.001880313,0.000666094,0.023176452,0.004859917,0.008473968,0.005141476,0.005198948,0.001459707,0.00306955,0.009938442,0.00392983,0,0,0.095260737,0.0038136,0.0029088,0.009862214,0.013378973,0.01145038,0.005770629,0.002998908,0.001164511,0.013631406,0.006724828,0.011450376,0.004907309,0.007542712,0.001635768,0.002171112,0.014994548,0.004943658,0,0,0.086265201,804194,14.7,90.5,66.1,7,915,49013,29394,92.7,42.6,17,145800,0.679432375
Vinton,0,0,day_32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,10.5,79.9,55.6,10.6,618,40680,22094,91.1,49,21.1,85700,0.973291736
Adams,0,0,day_80,152,0,0,0,0,0,0,0,0,0,5.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026060025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05136266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025828461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28229,10.5,79,50,7.5,619,35560,19406,89.9,51.1,23.8,98000,0.975112798
